ProductId,DepartmentId,RankDate,Rank,SalesDate,UnitSold
1005232078,7,2020-12-09,187220,2020-12-09,1
1156027,2978,2020-12-09,4592,2020-12-09,185
53519,2978,2020-12-09,157736,2020-12-09,6
2312857,7,2020-12-09,37379,2020-12-09,1
8568,2978,2020-12-09,11494,2020-12-09,72
114101,2978,2020-12-09,32345,2020-12-09,14
2340619,7,2020-12-09,33267,2020-12-09,6
284540132,2978,2020-12-09,124036,2020-12-09,4
834478139,7,2020-12-09,1385,2020-12-09,26
2472584,7,2020-12-09,293063,2020-12-09,1
1421759365,7,2020-12-09,5436,2020-12-09,3
16936,2978,2020-12-09,54344,2020-12-09,26
1224575553,2978,2020-12-09,49019,2020-12-09,2
15501,2978,2020-12-09,392167,2020-12-09,1
62311,2978,2020-12-09,147470,2020-12-09,2
5442,2978,2020-12-09,39871,2020-12-09,1
2180018,2978,2020-12-09,13367,2020-12-09,66
26800,2978,2020-12-09,31094,2020-12-09,30
2827,2978,2020-12-09,77910,2020-12-09,4
1398009751,2978,2020-12-09,41895,2020-12-09,7
42464,2978,2020-12-09,21056,2020-12-09,11
53489,2978,2020-12-09,173717,2020-12-09,2
2439666,7,2020-12-09,28000,2020-12-09,6
1005232519,7,2020-12-09,342489,2020-12-09,2
42232,2978,2020-12-09,16128,2020-12-09,28
31933,2978,2020-12-09,304604,2020-12-09,3
203191134,2978,2020-12-09,308026,2020-12-09,1
2030,2978,2020-12-09,21314,2020-12-09,29
28024,2978,2020-12-09,103943,2020-12-09,3
1867041,7,2020-12-09,395499,2020-12-09,1
20249,2978,2020-12-09,102954,2020-12-09,1
2340638,7,2020-12-09,70104,2020-12-09,1
19723,2978,2020-12-09,85964,2020-12-09,12
518349620,2978,2020-12-09,103025,2020-12-09,3
1224447811,7,2020-12-09,41727,2020-12-09,5
1005232037,7,2020-12-09,51877,2020-12-09,11
50583,2978,2020-12-09,50106,2020-12-09,12
1005232026,7,2020-12-09,14542,2020-12-09,3
33991,2978,2020-12-09,234598,2020-12-09,3
22410,2978,2020-12-09,36688,2020-12-09,11
1005232411,7,2020-12-09,242699,2020-12-09,1
11032,2978,2020-12-09,146461,2020-12-09,2
36397,2978,2020-12-09,34339,2020-12-09,12
2416280,2978,2020-12-09,66176,2020-12-09,2
327967,2978,2020-12-09,1353,2020-12-09,106
27067,2978,2020-12-09,59799,2020-12-09,2
2380711,2978,2020-12-09,35812,2020-12-09,2
1398009740,2978,2020-12-09,2922,2020-12-09,10
1005232252,7,2020-12-09,33353,2020-12-09,4
50801,2978,2020-12-09,81924,2020-12-09,8
20586,2978,2020-12-09,22039,2020-12-09,58
16336,2978,2020-12-09,94624,2020-12-09,3
25997,2978,2020-12-09,74487,2020-12-09,2
16832,2978,2020-12-09,87477,2020-12-09,1
46340,2978,2020-12-09,57754,2020-12-09,7
1224545687,7,2020-12-09,41727,2020-12-09,1
1005232104,7,2020-12-09,12455,2020-12-09,7
19503,2978,2020-12-09,199886,2020-12-09,1
10518,2978,2020-12-09,28788,2020-12-09,15
586020,2978,2020-12-09,33350,2020-12-09,14
2365475,2978,2020-12-09,34595,2020-12-09,18
1005232111,7,2020-12-09,24132,2020-12-09,1
18393,2978,2020-12-09,204800,2020-12-09,1
20945,2978,2020-12-09,108644,2020-12-09,6
50406,2978,2020-12-09,47940,2020-12-09,8
34031,2978,2020-12-09,114605,2020-12-09,3
23215,2978,2020-12-09,93686,2020-12-09,6
2089118,7,2020-12-09,30083,2020-12-09,11
-683034502,2978,2020-12-09,576243,2020-12-09,2
14556,2978,2020-12-09,16668,2020-12-09,10
53833,2978,2020-12-09,145640,2020-12-09,1
49060,2978,2020-12-09,33528,2020-12-09,4
2122589,2978,2020-12-09,23944,2020-12-09,4
1005232536,7,2020-12-09,114965,2020-12-09,2
2299148,2978,2020-12-09,19271,2020-12-09,2
1006209406,7,2020-12-09,301052,2020-12-09,1
50690,2978,2020-12-09,130789,2020-12-09,4
1421759370,7,2020-12-09,5436,2020-12-09,3
5023,2978,2020-12-09,46654,2020-12-09,14
32637,2978,2020-12-09,12611,2020-12-09,10
9465,2978,2020-12-09,2775,2020-12-09,204
3186,2978,2020-12-09,82056,2020-12-09,3
1005232434,7,2020-12-09,54755,2020-12-09,8
1871145,7,2020-12-09,25923,2020-12-09,22
1243514,2978,2020-12-09,41531,2020-12-09,6
22169,2978,2020-12-09,167685,2020-12-09,3
50033,2978,2020-12-09,26587,2020-12-09,13
18579,2978,2020-12-09,20197,2020-12-09,18
14208,2978,2020-12-09,53736,2020-12-09,7
6013,2978,2020-12-09,32995,2020-12-09,13
42185,2978,2020-12-09,44233,2020-12-09,10
2331350,2978,2020-12-09,22763,2020-12-09,42
2028,2978,2020-12-09,97560,2020-12-09,1
50917,2978,2020-12-09,153747,2020-12-09,2
496,2978,2020-12-09,12655,2020-12-09,46
24588,2978,2020-12-09,11450,2020-12-09,14
1005231839,7,2020-12-09,59540,2020-12-09,4
33972,2978,2020-12-09,110795,2020-12-09,8
1006209417,7,2020-12-09,41197,2020-12-09,3
1005231863,7,2020-12-09,30498,2020-12-09,17
34030,2978,2020-12-09,172421,2020-12-09,2
21212,2978,2020-12-09,102835,2020-12-09,2
2340627,7,2020-12-09,131456,2020-12-09,4
2278927,2978,2020-12-09,1353,2020-12-09,28
2278928,2978,2020-12-09,1353,2020-12-09,6
21947,2978,2020-12-09,25714,2020-12-09,15
1005232545,7,2020-12-09,24132,2020-12-09,1
989676,2978,2020-12-09,17191,2020-12-09,40
1224527621,7,2020-12-09,5436,2020-12-09,14
2472760,7,2020-12-09,348639,2020-12-09,1
1230458297,7,2020-12-09,5436,2020-12-09,21
2312862,7,2020-12-09,37379,2020-12-09,1
2022641646,7,2020-12-09,159505,2020-12-09,1
213018,2978,2020-12-09,7947,2020-12-09,86
2266842,7,2020-12-09,76518,2020-12-09,2
1213931262,2978,2020-12-09,50484,2020-12-09,7
418,2978,2020-12-09,58455,2020-12-09,6
42119,2978,2020-12-09,88243,2020-12-09,7
1131,2978,2020-12-09,23243,2020-12-09,31
1007188957,7,2020-12-09,24132,2020-12-09,1
40546,2978,2020-12-09,149103,2020-12-09,6
1005231853,7,2020-12-09,13160,2020-12-09,9
1952724,7,2020-12-09,15897,2020-12-09,32
1005232373,7,2020-12-09,121660,2020-12-09,4
2118716,7,2020-12-09,9169,2020-12-09,48
3513,2978,2020-12-09,219264,2020-12-09,1
27775,2978,2020-12-09,82539,2020-12-09,1
1005232441,7,2020-12-09,371072,2020-12-09,1
1421759348,2978,2020-12-09,69261,2020-12-09,11
5573,2978,2020-12-09,225227,2020-12-09,1
19052,2978,2020-12-09,22873,2020-12-09,6
151653,2978,2020-12-09,86996,2020-12-09,1
41573,2978,2020-12-09,254632,2020-12-09,1
227869,2978,2020-12-09,15930,2020-12-09,46
1005232041,7,2020-12-09,159678,2020-12-09,2
10804,2978,2020-12-09,142341,2020-12-09,7
1005231827,7,2020-12-09,27658,2020-12-09,15
12322,2978,2020-12-09,47125,2020-12-09,16
24391,2978,2020-12-09,69547,2020-12-09,2
412,2978,2020-12-09,37266,2020-12-09,15
1005232474,7,2020-12-09,118900,2020-12-09,2
1005231868,7,2020-12-09,84907,2020-12-09,2
24589,2978,2020-12-09,87202,2020-12-09,2
1398009733,2978,2020-12-09,57607,2020-12-09,1
7435,2978,2020-12-09,29052,2020-12-09,5
1230395311,2978,2020-12-09,49019,2020-12-09,1
1005231992,7,2020-12-09,177595,2020-12-09,2
9872,2978,2020-12-09,95190,2020-12-09,11
373229,2978,2020-12-09,20072,2020-12-09,12
742637,2978,2020-12-09,15881,2020-12-09,117
46201,2978,2020-12-09,37153,2020-12-09,9
735177276,2978,2020-12-09,53431,2020-12-09,3
1879748,7,2020-12-09,1385,2020-12-09,4
1005232010,7,2020-12-09,128349,2020-12-09,2
1005232015,7,2020-12-09,134288,2020-12-09,1
14420,2978,2020-12-09,23470,2020-12-09,27
1005231840,7,2020-12-09,63420,2020-12-09,5
2311125,2978,2020-12-09,67388,2020-12-09,2
1213445623,7,2020-12-09,2457,2020-12-09,136
35539,2978,2020-12-09,3960,2020-12-09,36
22646,2978,2020-12-09,171084,2020-12-09,4
42282543,7,2020-12-09,22112,2020-12-09,1
2312975,7,2020-12-09,37379,2020-12-09,2
2340628,7,2020-12-09,10238,2020-12-09,12
24079,2978,2020-12-09,128399,2020-12-09,3
43833,2978,2020-12-09,17590,2020-12-09,9
115352,2978,2020-12-09,98457,2020-12-09,8
2340726,7,2020-12-09,174128,2020-12-09,3
860523431,2978,2020-12-09,282213,2020-12-09,1
350699,2978,2020-12-09,121561,2020-12-09,5
27526,2978,2020-12-09,3960,2020-12-09,42
2123732,2978,2020-12-09,21596,2020-12-09,27
1005232147,7,2020-12-09,342366,2020-12-09,2
-166812185,2978,2020-12-09,5559,2020-12-09,32
6914,2978,2020-12-09,95601,2020-12-09,1
1308979,2978,2020-12-09,26423,2020-12-09,24
850,2978,2020-12-09,10514,2020-12-09,16
36558,2978,2020-12-09,151496,2020-12-09,2
-339755251,2978,2020-12-09,41795,2020-12-09,13
1243555,2978,2020-12-09,32841,2020-12-09,21
1005231837,7,2020-12-09,21812,2020-12-09,30
42486,2978,2020-12-09,152767,2020-12-09,2
106301,2978,2020-12-09,19549,2020-12-09,43
1224298986,2978,2020-12-09,17060,2020-12-09,2
288215238,2978,2020-12-09,87585,2020-12-09,1
1005231801,7,2020-12-09,11543,2020-12-09,54
1005231876,7,2020-12-09,28894,2020-12-09,4
1005231915,7,2020-12-09,12455,2020-12-09,2
12192,2978,2020-12-09,11489,2020-12-09,48
1221269006,2978,2020-12-09,79877,2020-12-09,1
1168194,2978,2020-12-09,5039,2020-12-09,167
1230961850,7,2020-12-09,5436,2020-12-09,21
2118671,7,2020-12-09,11934,2020-12-09,35
23559,2978,2020-12-09,74368,2020-12-09,12
1005232189,7,2020-12-09,33353,2020-12-09,3
2372707,2978,2020-12-09,2358,2020-12-09,242
35850,2978,2020-12-09,4166,2020-12-09,12
11465,2978,2020-12-09,361915,2020-12-09,2
2372283,2978,2020-12-09,133241,2020-12-09,4
12776,2978,2020-12-09,66839,2020-12-09,12
612483,2978,2020-12-09,23401,2020-12-09,10
1005232210,7,2020-12-09,134288,2020-12-09,1
30072,2978,2020-12-09,74139,2020-12-09,2
1396031490,7,2020-12-09,7065,2020-12-09,1
27753,2978,2020-12-09,62415,2020-12-09,1
1005231815,7,2020-12-09,58306,2020-12-09,10
41973,7,2020-12-09,282710,2020-12-09,1
47693,2978,2020-12-09,33116,2020-12-09,15
1945369,7,2020-12-09,1385,2020-12-09,46
2311123,2978,2020-12-09,77782,2020-12-09,6
15700,2978,2020-12-09,178879,2020-12-09,1
1083668856,2978,2020-12-09,80758,2020-12-09,1
1224557338,7,2020-12-09,5436,2020-12-09,22
1005231906,7,2020-12-09,12455,2020-12-09,1
2465620,2978,2020-12-09,57922,2020-12-09,6
1797812913,2978,2020-12-09,19271,2020-12-09,14
468824357,2978,2020-12-09,41588,2020-12-09,1
1058155150,7,2020-12-09,22653,2020-12-09,35
27066,2978,2020-12-09,15734,2020-12-09,40
773472,2978,2020-12-09,71677,2020-12-09,10
1006209465,7,2020-12-09,14742,2020-12-09,4
3765,2978,2020-12-09,268633,2020-12-09,2
28704,2978,2020-12-09,76794,2020-12-09,12
1810098,2978,2020-12-09,27705,2020-12-09,10
1006209544,7,2020-12-09,66928,2020-12-09,4
36912,2978,2020-12-09,31824,2020-12-09,10
1005232043,7,2020-12-09,34261,2020-12-09,17
22065,2978,2020-12-09,62033,2020-12-09,6
44576,2978,2020-12-09,40300,2020-12-09,32
44136,2978,2020-12-09,63066,2020-12-09,6
41501,2978,2020-12-09,85050,2020-12-09,4
1876,2978,2020-12-09,50175,2020-12-09,15
1005232203,7,2020-12-09,210824,2020-12-09,1
1421759357,7,2020-12-09,5436,2020-12-09,4
12391,2978,2020-12-09,69438,2020-12-09,5
34751,2978,2020-12-09,108902,2020-12-09,1
2311858,7,2020-12-09,56786,2020-12-09,6
1005232195,7,2020-12-09,273108,2020-12-09,6
-72246101,2978,2020-12-09,5559,2020-12-09,131
1005231909,7,2020-12-09,14766,2020-12-09,38
29053,2978,2020-12-09,159487,2020-12-09,3
8582,2978,2020-12-09,37313,2020-12-09,4
24638,2978,2020-12-09,10557,2020-12-09,96
721523,2978,2020-12-09,46755,2020-12-09,21
1227173721,2978,2020-12-09,86157,2020-12-09,2
1962660,2978,2020-12-09,254555,2020-12-09,1
34830,2978,2020-12-09,34752,2020-12-09,34
208154220,2978,2020-12-09,88814,2020-12-09,2
1005232025,7,2020-12-09,273858,2020-12-09,2
2278916,2978,2020-12-09,1353,2020-12-09,14
30990,2978,2020-12-09,81998,2020-12-09,6
2394538,2978,2020-12-09,56513,2020-12-09,7
2340608,2978,2020-12-09,87290,2020-12-09,9
1005232115,7,2020-12-09,13160,2020-12-09,5
16495,2978,2020-12-09,61976,2020-12-09,8
37016,2978,2020-12-09,22378,2020-12-09,20
1005231847,7,2020-12-09,90001,2020-12-09,4
2330899,2978,2020-12-09,161945,2020-12-09,1
34028,2978,2020-12-09,35825,2020-12-09,21
34722,2978,2020-12-09,29631,2020-12-09,20
1450904427,2978,2020-12-09,321899,2020-12-09,1
1811495,7,2020-12-09,21295,2020-12-09,3
2465795,2978,2020-12-09,293643,2020-12-09,1
3783,2978,2020-12-09,74623,2020-12-09,9
28059,2978,2020-12-09,47745,2020-12-09,6
19473,2978,2020-12-09,9812,2020-12-09,200
2031,2978,2020-12-09,27338,2020-12-09,29
2217289,7,2020-12-09,7039,2020-12-09,49
1006209587,7,2020-12-09,239041,2020-12-09,1
32374,2978,2020-12-09,4166,2020-12-09,102
326,2978,2020-12-09,73301,2020-12-09,2
2180017,2978,2020-12-09,39152,2020-12-09,10
12594,2978,2020-12-09,9042,2020-12-09,42
32956,2978,2020-12-09,99155,2020-12-09,8
551366040,2978,2020-12-09,33269,2020-12-09,3
1005232268,7,2020-12-09,178152,2020-12-09,2
36551,2978,2020-12-09,12690,2020-12-09,44
10103,2978,2020-12-09,98747,2020-12-09,7
21182,7,2020-12-09,55142,2020-12-09,10
2180143,2978,2020-12-09,4473,2020-12-09,135
28366,2978,2020-12-09,217319,2020-12-09,1
25694,2978,2020-12-09,223581,2020-12-09,1
31883,2978,2020-12-09,708,2020-12-09,1392
2266827,7,2020-12-09,131688,2020-12-09,2
2330490,7,2020-12-09,206717,2020-12-09,1
9207,2978,2020-12-09,105289,2020-12-09,3
355437,2978,2020-12-09,68794,2020-12-09,5
44380,2978,2020-12-09,58972,2020-12-09,4
1006209580,7,2020-12-09,108878,2020-12-09,4
1005232233,7,2020-12-09,44387,2020-12-09,18
1224895971,7,2020-12-09,41727,2020-12-09,1
32606,2978,2020-12-09,45861,2020-12-09,15
1614892128,7,2020-12-09,18813,2020-12-09,4
1005232369,7,2020-12-09,24132,2020-12-09,1
1832166505,7,2020-12-09,24063,2020-12-09,4
8399,2978,2020-12-09,105555,2020-12-09,6
99867045,2978,2020-12-09,1801,2020-12-09,12
680707038,2978,2020-12-09,53431,2020-12-09,6
4863,2978,2020-12-09,78854,2020-12-09,4
46580,2978,2020-12-09,159748,2020-12-09,4
365,2978,2020-12-09,9925,2020-12-09,103
34593,2978,2020-12-09,47448,2020-12-09,2
631057,2978,2020-12-09,134628,2020-12-09,2
2372264,2978,2020-12-09,133241,2020-12-09,2
2298229,2978,2020-12-09,19271,2020-12-09,6
46403,2978,2020-12-09,30597,2020-12-09,18
31252,2978,2020-12-09,53760,2020-12-09,12
29901,2978,2020-12-09,384962,2020-12-09,1
2282460,2978,2020-12-09,141534,2020-12-09,2
16418,2978,2020-12-09,55956,2020-12-09,14
40030,2978,2020-12-09,57700,2020-12-09,8
1398009742,2978,2020-12-09,1801,2020-12-09,22
758,2978,2020-12-09,105599,2020-12-09,2
34766,2978,2020-12-09,112667,2020-12-09,2
840330821,2978,2020-12-09,206719,2020-12-09,1
2029,2978,2020-12-09,116263,2020-12-09,4
2122825,2978,2020-12-09,23944,2020-12-09,10
2123035,2978,2020-12-09,23944,2020-12-09,14
4535,2978,2020-12-09,37885,2020-12-09,19
15018,2978,2020-12-09,16389,2020-12-09,4
1606080660,2978,2020-12-09,40030,2020-12-09,10
1398009760,2978,2020-12-09,80758,2020-12-09,1
45554,2978,2020-12-09,85052,2020-12-09,1
